,cosponsor_name,cosponsor_party,number
18412,Steve Cohen,D,724
18413,Suzanne Bonamici,D,724
18414,Mike Levin,D,724
18415,JOHN LEWIS,D,724
18416,FRANK PALLONE,D,724
18417,Josh Gottheimer,D,724
18418,A. McEachin,D,724
18419,Denny Heck,D,724
18420,Barry Loudermilk,R,724
18421,Filemon Vela,D,724
18422,Cheri Bustos,D,724
18423,Daniel Kildee,D,724
18424,Elissa Slotkin,D,724
18425,Judy Chu,D,724
18426,Frederica Wilson,D,724
18427,Albio Sires,D,724
18428,Sean Maloney,D,724
18429,Bradley Schneider,D,724
18430,PETER DEFAZIO,D,724
18431,Stacey Plaskett,D,724
18432,Pete Stauber,R,724
18433,Jerry McNerney,D,724
18434,TJ Cox,D,724
18435,PETER VISCLOSKY,D,724
18436,Kathy Castor,D,724
18437,Mary Scanlon,D,724
18438,Linda Sánchez,D,724
18439,John Sarbanes,D,724
18440,RON KIND,D,724
18441,Susan Wild,D,724
18442,Stephen Lynch,D,724
18443,Steve Stivers,R,724
18444,Joe Neguse,D,724
18445,Guy Reschenthaler,R,724
18446,Pete Olson,R,724
18447,Madeleine Dean,D,724
18448,Will Hurd,R,724
18449,CAROLYN MALONEY,D,724
18450,Daniel Meuser,R,724
18451,Salud Carbajal,D,724
18452,Antonio Delgado,D,724
18453,Gilbert Cisneros,D,724
18454,Denver Riggleman,R,724
18455,RICK LARSEN,D,724
18456,Yvette Clarke,D,724
18457,Brenda Lawrence,D,724
18458,Paul Mitchell,R,724
18459,ALCEE HASTINGS,D,724
18460,CHRISTOPHER SMITH,R,724
18461,Elaine Luria,D,724
18462,A. Ferguson,R,724
18463,Ed Perlmutter,D,724
18464,Michael McCaul,R,724
18465,Tom Malinowski,D,724
18466,Don Bacon,R,724
18467,Darren Soto,D,724
18468,Al Lawson,D,724
18469,JOHN LARSON,D,724
18470,Larry Bucshon,R,724
18471,ADAM SCHIFF,D,724
18472,Darin LaHood,R,724
18473,Alan Lowenthal,D,724
18474,Colin Allred,D,724
18475,Conor Lamb,D,724
18476,Cedric Richmond,D,724
18477,Gwen Moore,D,724
18478,Alexandria Ocasio-Cortez,D,724
18479,Debra Haaland,D,724
18480,Harley Rouda,D,724
18481,James Himes,D,724
18482,LLOYD DOGGETT,D,724
18483,Katie Porter,D,724
18484,Jesus Garcia,D,724
18485,Bradley Byrne,R,724
18486,Andy Kim,D,724
18487,Ed Case,D,724
18488,JAMES COOPER,D,724
18489,Chris Pappas,D,724
18490,Donald Norcross,D,724
18491,Jared Huffman,D,724
18492,W. Steube,R,724
18493,Jason Crow,D,724
18494,Max Rose,D,724
18495,Abby Finkenauer,D,724
18496,MIKE DOYLE,D,724
18497,Angie Craig,D,724
18498,Jefferson Van Drew,D,724
18499,Sean Casten,D,724
18500,Andre Carson,D,724
18501,Debbie Lesko,R,724
18502,Anthony Brown,D,724
18503,Debbie Mucarsel-Powell,D,724
18504,Mikie Sherrill,D,724
18505,Steve Watkins,R,724
18506,Glenn Grothman,R,724
18507,Tim Walberg,R,724
18508,Joaquin Castro,D,724
18509,Ayanna Pressley,D,724
18510,Suzan DelBene,D,724
18511,Lloyd Smucker,R,724
18512,Abigail Spanberger,D,724
18513,Lori Trahan,D,724
18514,Martha Roby,R,724
18515,Bonnie Watson Coleman,D,724
18516,Joe Cunningham,D,724
18517,JAMES MCGOVERN,D,724
18518,Bill Johnson,R,724
18519,David Trone,D,724
18520,GRACE NAPOLITANO,D,724
18521,Jahana Hayes,D,724
18522,Haley Stevens,D,724
18523,Sharice Davids,D,724
18524,Jared Golden,D,724
18525,SANFORD BISHOP,D,724
18526,G. K. Butterfield,D,724
18527,Earl Carter,R,724
18528,Veronica Escobar,D,724
18529,Lauren Underwood,D,724
18530,BOBBY RUSH,D,724
18531,Kenny Marchant,R,724
18532,ELIJAH CUMMINGS,D,724
18533,Joseph Morelle,D,724
18534,Andy Levin,D,724
18535,Adam Kinzinger,R,724
18536,Brenda Lawrence,D,2423
18537,PETER KING,R,2423
18538,Elissa Slotkin,D,2423
18539,K. Conaway,R,2423
18540,Chris Stewart,R,2423
18541,Will Hurd,R,2423
18542,John Ratcliffe,R,2423
18543,Eric Crawford,R,2423
18544,Jenniffer Gonzalez-Colon,R,2423
18545,Ann Wagner,R,2423
18546,JAMES COOPER,D,2423
18547,Troy Balderson,R,2423
18548,David McKinley,R,2423
18549,Billy Long,R,2423
18550,Mike Rogers,R,2423
18551,Tom Cole,R,2423
18552,Robert Latta,R,2423
18553,Vicky Hartzler,R,2423
18554,Susan Brooks,R,2423
18555,Denver Riggleman,R,2423
18556,Jason Smith,R,2423
18557,Sean Maloney,D,2423
18558,Chris Collins,R,2423
18559,Cathy Rodgers,R,2423
18560,Gwen Moore,D,2423
18561,Martha Roby,R,2423
18562,Kelly Armstrong,R,2423
18563,Terri Sewell,D,2423
18564,David Kustoff,R,2423
18565,Mike Kelly,R,2423
18566,Mark Amodei,R,2423
18567,Debbie Wasserman Schultz,D,2423
18568,Michael Guest,R,2423
18569,Jackie Walorski,R,2423
18570,DON YOUNG,R,2423
18571,GREG WALDEN,R,2423
18572,Debbie Lesko,R,2423
18573,Dan Crenshaw,R,2423
18574,Thomas Suozzi,D,2423
18575,ROSA DELAURO,D,2423
18576,Roger Marshall,R,2423
18577,Brian Higgins,D,2423
18578,Tim Burchett,R,2423
18579,Daniel Lipinski,D,2423
18580,BETTY MCCOLLUM,D,2423
18581,Kathleen Rice,D,2423
18582,Cynthia Axne,D,2423
18583,Frederica Wilson,D,2423
18584,Paul Tonko,D,2423
18585,C. A. Ruppersberger,D,2423
18586,ELEANOR NORTON,D,2423
18587,JERROLD NADLER,D,2423
18588,Lois Frankel,D,2423
18589,Debra Haaland,D,2423
18590,Robert Wittman,R,2423
18591,John Rose,R,2423
18592,Susan Wild,D,2423
18593,Henry Johnson,D,2423
18594,Stephanie Murphy,D,2423
18595,Anthony Brindisi,D,2423
18596,Joyce Beatty,D,2423
18597,Andre Carson,D,2423
18598,Charles Fleischmann,R,2423
18599,BARBARA LEE,D,2423
18600,Suzanne Bonamici,D,2423
18601,David Scott,D,2423
18602,Theodore Deutch,D,2423
18603,David Trone,D,2423
18604,JOHN SHIMKUS,R,2423
18605,NITA LOWEY,D,2423
18606,Joe Cunningham,D,2423
18607,ALCEE HASTINGS,D,2423
18608,Raúl Grijalva,D,2423
18609,Michael Turner,R,2423
18610,Doug Collins,R,2423
18611,Marcia Fudge,D,2423
18612,Darren Soto,D,2423
18613,Brett Guthrie,R,2423
18614,SANFORD BISHOP,D,2423
18615,Gilbert Cisneros,D,2423
18616,Mark Green,R,2423
18617,Ami Bera,D,2423
18618,Bradley Byrne,R,2423
18619,Tim Walberg,R,2423
18620,Glenn Thompson,R,2423
18621,David Roe,R,2423
18622,Steve Watkins,R,2423
18623,Van Taylor,R,2423
18624,Glenn Grothman,R,2423
18625,Lloyd Smucker,R,2423
18626,Paul Mitchell,R,2423
18627,Francis Rooney,R,2423
18628,John Rutherford,R,2423
18629,Earl Carter,R,2423
18630,Michael Burgess,R,2423
18631,Kenny Marchant,R,2423
18632,Pete Stauber,R,2423
18633,Fred Keller,R,2423
18634,Greg Pence,R,2423
18635,Ross Spano,R,2423
18636,Daniel Webster,R,2423
18637,Bill Posey,R,2423
18638,Joe Wilson,R,2423
18639,Jim Hagedorn,R,2423
18640,Ralph Norman,R,2423
18641,Blaine Luetkemeyer,R,2423
18642,Paul Cook,R,2423
18643,KEN CALVERT,R,2423
18644,John Curtis,R,2423
18645,KAY GRANGER,R,2423
18646,Jim Costa,D,2423
18647,James Comer,R,2423
18648,Brian Fitzpatrick,R,2423
18649,Lizzie Fletcher,D,2423
18650,Steve Cohen,D,2423
18651,Alma Adams,D,2423
18652,Scott Perry,R,2423
18653,John Yarmuth,D,2423
18654,Scott DesJarlais,R,2423
18655,Brian Mast,R,2423
18656,Lance Gooden,R,2423
18657,Veronica Escobar,D,2423
18658,Greg Stanton,D,2423
18659,Henry Cuellar,D,2423
18660,Bob Gibbs,R,2423
18661,Josh Harder,D,2423
18662,Patrick McHenry,R,2423
18663,DANNY DAVIS,D,2423
18664,William Timmons,R,2423
18665,Bradley Schneider,D,2423
18666,Ted Budd,R,2423
18667,Bill Huizenga,R,2423
18668,Steve Stivers,R,2423
18669,Daniel Kildee,D,2423
18670,Dan Newhouse,R,2423
18671,Donald Beyer,D,2423
18672,Bill Foster,D,2423
18673,Aumua Amata Radewagen,R,2423
18674,J. Hill,R,2423
18675,Gregorio Sablan,D,2423
18676,JAMES MCGOVERN,D,2423
18677,Lisa Blunt Rochester,D,2423
18678,Dean Phillips,D,2423
18679,COLLIN PETERSON,D,2423
18680,Anthony Brown,D,2423
18681,EDDIE JOHNSON,D,2423
18682,Madeleine Dean,D,2423
18683,ELIJAH CUMMINGS,D,2423
18684,Stephen Lynch,D,2423
18685,Jerry McNerney,D,2423
18686,MIKE DOYLE,D,2423
18687,Elaine Luria,D,2423
18688,BOBBY RUSH,D,2423
18689,Susie Lee,D,2423
18690,Ben Lujan,D,2423
18691,Jeff Fortenberry,R,2423
18692,Jaime Herrera Beutler,R,2423
18693,MIKE THOMPSON,D,2423
18694,Tom O'Halleran,D,2423
18695,Salud Carbajal,D,2423
18696,Chris Pappas,D,2423
18697,Jimmy Panetta,D,2423
18698,SHEILA JACKSON LEE,D,2423
18699,John Moolenaar,R,2423
18700,David Cicilline,D,2423
18701,Marc Veasey,D,2423
18702,A. McEachin,D,2423
18703,Gus Bilirakis,R,2423
18704,Andy Levin,D,2423
18705,TJ Cox,D,2423
18706,Donald Norcross,D,2423
18707,DAVID PRICE,D,2423
18708,ADAM SMITH,D,2423
18709,Dina Titus,D,2423
18710,Dusty Johnson,R,2423
18711,Robin Kelly,D,2423
18712,Harley Rouda,D,2423
18713,Don Bacon,R,2423
18714,Darin LaHood,R,2423
18715,Kathy Castor,D,2423
18716,Scott Tipton,R,2423
18717,Debbie Mucarsel-Powell,D,2423
18718,Sylvia Garcia,D,2423
18719,Matt Gaetz,R,2423
18720,David Joyce,R,2423
18721,Bryan Steil,R,2423
18722,Trent Kelly,R,2423
18723,Ben Cline,R,2423
18724,Markwayne Mullin,R,2423
18725,JOSE SERRANO,D,2423
18726,Antonio Delgado,D,2423
18727,Lee Zeldin,R,2423
18728,CAROLYN MALONEY,D,2423
18729,SAM GRAVES,R,2423
18730,John Garamendi,D,2423
18731,Denny Heck,D,2423
18732,Cheri Bustos,D,2423
18733,Lori Trahan,D,2423
18734,ROBERT ADERHOLT,R,2423
18735,Mike Bost,R,2423
18736,Kevin Hern,R,2423
18737,ANNA ESHOO,D,2423
18738,Adam Kinzinger,R,2423
18739,Jody Hice,R,2423
18740,Doug LaMalfa,R,2423
18741,Trey Hollingsworth,R,2423
18742,Ted Lieu,D,2423
18743,Andy Barr,R,2423
18744,Jamie Raskin,D,2423
18745,Rob Woodall,R,2423
18746,STEVE CHABOT,R,2423
18747,Jim Banks,R,2423
18748,Michael Waltz,R,2423
18749,F. SENSENBRENNER,R,2423
18750,Tom Emmer,R,2423
18751,Mark Meadows,R,2423
18752,Robert Scott,D,2423
18753,Eric Swalwell,D,2423
18754,Michael McCaul,R,2423
18755,Mark Takano,D,2423
18756,LUCILLE ROYBAL-ALLARD,D,2423
18757,Karen Bass,D,2423
18758,Nanette Barragan,D,2423
18759,A. Ferguson,R,2423
18760,Tom Graves,R,2423
18761,Vicente Gonzalez,D,2423
18762,Brad Wenstrup,R,2423
18763,Charlie Crist,D,2423
18764,Derek Kilmer,D,2423
18765,David Loebsack,D,2423
18766,NYDIA VELAZQUEZ,D,2423
18767,Tom McClintock,R,2423
18768,Joe Neguse,D,2423
18769,TIM RYAN,D,2423
18770,Rodney Davis,R,2423
18771,Pramila Jayapal,D,2423
18772,Katie Hill,D,2423
18773,Jared Golden,D,2423
18774,Barry Loudermilk,R,2423
18775,David Schweikert,R,2423
18776,PETER DEFAZIO,D,2423
18777,W. Steube,R,2423
18778,Andy Biggs,R,2423
18779,Anthony Gonzalez,R,2423
18780,Angie Craig,D,2423
18781,Rob Bishop,R,2423
18782,Mo Brooks,R,2423
18783,Haley Stevens,D,2423
18784,Bill Johnson,R,2423
18785,Bruce Westerman,R,2423
18786,Cory Booker,D,862
18787,Marco Rubio,R,862
18788,Josh Hawley,R,862
18789,FRANK LUCAS,R,1396
18790,Daniel Lipinski,D,1396
18791,Steve Cohen,D,1396
18792,Derek Kilmer,D,1396
18793,ELEANOR NORTON,D,1396
18794,Cheri Bustos,D,1396
18795,Bonnie Watson Coleman,D,1396
18796,Elaine Luria,D,1396
18797,SHEILA JACKSON LEE,D,1396
18798,Cedric Richmond,D,1396
18799,Robin Kelly,D,1396
18800,Filemon Vela,D,1396
18801,Bill Foster,D,1396
18802,Charlie Crist,D,1396
18803,Jerry McNerney,D,1396
18804,Al Lawson,D,1396
18805,C. A. Ruppersberger,D,1396
18806,Gwen Moore,D,1396
18807,Dina Titus,D,1396
18808,BETTY MCCOLLUM,D,1396
18809,Paul Tonko,D,1396
18810,BARBARA LEE,D,1396
18811,Lisa Blunt Rochester,D,1396
18812,Suzan DelBene,D,1396
18813,Katie Hill,D,1396
18814,Rashida Tlaib,D,1396
18815,Ro Khanna,D,1396
18816,BENNIE THOMPSON,D,1396
18817,Jackie Speier,D,1396
18818,Sean Casten,D,1396
18819,Ed Perlmutter,D,1396
18820,Gilbert Cisneros,D,1396
18821,ADAM SCHIFF,D,1396
18822,Robert Scott,D,1396
18823,Albio Sires,D,1396
18824,Julia Brownley,D,1396
18825,Randy Weber,R,1396
18826,Yvette Clarke,D,1396
18827,Debbie Wasserman Schultz,D,1396
18828,LUCILLE ROYBAL-ALLARD,D,1396
18829,Karen Bass,D,1396
18830,JANICE SCHAKOWSKY,D,1396
18831,Troy Balderson,R,1396
18832,Nanette Barragan,D,1396
18833,Mo Brooks,R,1396
18834,Conor Lamb,D,1396
18835,Raúl Grijalva,D,1396
18836,Debbie Mucarsel-Powell,D,1396
18837,Tulsi Gabbard,D,1396
18838,Joyce Beatty,D,1396
18839,Cynthia Axne,D,1396
18840,BOBBY RUSH,D,1396
18841,NYDIA VELAZQUEZ,D,1396
18842,Adriano Espaillat,D,1396
18843,Joseph Morelle,D,1396
18844,Susan Wild,D,1396
18845,MARCY KAPTUR,D,1396
18846,Lucy McBath,D,1396
18847,Sean Maloney,D,1396
18848,Haley Stevens,D,1396
18849,Debbie Dingell,D,1396
18850,ZOE LOFGREN,D,1396
18851,Darren Soto,D,1396
18852,SANFORD BISHOP,D,1396
18853,CAROLYN MALONEY,D,1396
18854,Emanuel Cleaver,D,1396
18855,NITA LOWEY,D,1396
18856,Jenniffer Gonzalez-Colon,R,1396
18857,ALCEE HASTINGS,D,1396
18858,Alexandria Ocasio-Cortez,D,1396
18859,TJ Cox,D,1396
18860,Thomas Suozzi,D,1396
18861,Frederica Wilson,D,1396
18862,Dwight Evans,D,1396
18863,Donald Beyer,D,1396
18864,G. K. Butterfield,D,1396
18865,Pramila Jayapal,D,1396
18866,Ralph Norman,R,1396
18867,DANNY DAVIS,D,1396
18868,Val Demings,D,1396
18869,Ilhan Omar,D,1396
18870,Terri Sewell,D,1396
18871,Kendra Horn,D,1396
18872,Theodore Deutch,D,1396
18873,Mark Pocan,D,1396
18874,Jennifer Wexton,D,1396
18875,Chrissy Houlahan,D,1396
18876,James Baird,R,1396
18877,RON KIND,D,1396
18878,Ben McAdams,D,1396
18879,Mikie Sherrill,D,1396
18880,ELIJAH CUMMINGS,D,1396
18881,Vicente Gonzalez,D,1396
18882,JAMES COOPER,D,1396
18883,Don Bacon,R,1396
18884,Kim Schrier,D,1396
18885,JAMES MCGOVERN,D,1396
18886,Scott Peters,D,1396
18887,Michael Cloud,R,1396
18888,BRAD SHERMAN,D,1396
18889,Lizzie Fletcher,D,1396
18890,Jesus Garcia,D,1396
18891,Suzanne Bonamici,D,1396
18892,Jamie Raskin,D,1396
18893,Anthony Gonzalez,R,1396
18894,Marcia Fudge,D,1396
18895,Ami Bera,D,1396
18896,Alma Adams,D,1396
18897,Colin Allred,D,1396
18898,WM. CLAY,D,1396
18899,JAMES CLYBURN,D,1396
18900,JOHN LEWIS,D,1396
18901,A. McEachin,D,1396
18902,Donald Payne,D,1396
18903,Stacey Plaskett,D,1396
18904,Ayanna Pressley,D,1396
18905,Marc Veasey,D,1396
18906,Michael Waltz,R,1396
18907,Alan Lowenthal,D,1396
18908,Bill Posey,R,1396
18909,Andy Biggs,R,1396
18910,Chris Pappas,D,1396
18911,Matt Cartwright,D,1396
18912,Henry Johnson,D,1396
18913,GREGORY MEEKS,D,1396
18914,David Scott,D,1396
18915,Al Green,D,1396
18916,Lauren Underwood,D,1396
18917,Steven Horsford,D,1396
18918,Anthony Brown,D,1396
18919,Andre Carson,D,1396
18920,Antonio Delgado,D,1396
18921,Jahana Hayes,D,1396
18922,Brenda Lawrence,D,1396
18923,Hakeem Jeffries,D,1396
18924,Ron Wright,R,1396
18925,Pete Olson,R,1396
18926,Eric Swalwell,D,1396
18927,Brian Babin,R,1396
18928,Joaquin Castro,D,1396
18929,ADAM SMITH,D,1396
18930,Robert Wittman,R,1396
18931,LLOYD DOGGETT,D,1396
18932,Gerald Connolly,D,1396
18933,Veronica Escobar,D,1396
18934,Kathy Castor,D,1396
18935,DON YOUNG,R,1396
18936,Ann Kirkpatrick,D,1396
18937,Henry Cuellar,D,1396
18938,Greg Stanton,D,1396
18939,John Sarbanes,D,1396
18940,PETER DEFAZIO,D,1396
18941,KEVIN BRADY,R,1396
18942,K. Conaway,R,1396
18943,Sylvia Garcia,D,1396
18944,Will Hurd,R,1396
18945,Michael McCaul,R,1396
18946,Dan Crenshaw,R,1396
18947,Mark Takano,D,1396
18948,Norma Torres,D,1396
18949,John Carter,R,1396
18950,Kathleen Rice,D,1396
18951,ELIOT ENGEL,D,1396
18952,ANNA ESHOO,D,1396
18953,Joseph Kennedy,D,1396
18954,Lois Frankel,D,1396
18955,Debra Haaland,D,1396
18956,STENY HOYER,D,1396
18957,ROSA DELAURO,D,1396
18958,JOHN LARSON,D,1396
18959,JAMES LANGEVIN,D,1396
18960,Doris Matsui,D,1396
18961,FRANK PALLONE,D,1396
18962,DAVID PRICE,D,1396
18963,Donna Shalala,D,1396
18964,Peter Welch,D,1396
18965,Linda Sánchez,D,1396
18966,Ted Lieu,D,1396
18967,Ben Lujan,D,1396
18968,GRACE NAPOLITANO,D,1396
18969,Katie Porter,D,1396
18970,Sharice Davids,D,1396
18971,Juan Vargas,D,1396
18972,Ed Case,D,1396
18973,Katherine Clark,D,1396
18974,Jim Costa,D,1396
18975,Joe Courtney,D,1396
18976,Angie Craig,D,1396
18977,Jason Crow,D,1396
18978,Mark DeSaulnier,D,1396
18979,John Garamendi,D,1396
18980,Josh Harder,D,1396
18981,Brian Higgins,D,1396
18982,Daniel Kildee,D,1396
18983,Ann Kuster,D,1396
18984,Susie Lee,D,1396
18985,David Loebsack,D,1396
18986,Stephen Lynch,D,1396
18987,Grace Meng,D,1396
18988,David Trone,D,1396
18989,John Yarmuth,D,1396
18990,Chellie Pingree,D,1396
18991,Jared Golden,D,1396
18992,Donald Norcross,D,1396
18993,Jimmy Panetta,D,1396
18994,COLLIN PETERSON,D,1396
18995,Mike Quigley,D,1396
18996,Raul Ruiz,D,1396
18997,JOSE SERRANO,D,1396
18998,Abigail Spanberger,D,1396
18999,Max Rose,D,1396
19000,WILLIAM PASCRELL,D,1396
19001,Joe Neguse,D,1396
19002,Tony Cárdenas,D,1396
19003,David McKinley,R,1396
19004,Bruce Westerman,R,1396
19005,Kenny Marchant,R,1396
19006,ROBERT ADERHOLT,R,1396
19007,MIKE DOYLE,D,1396
19008,Roger Williams,R,1396
19009,Roger Marshall,R,1396
19010,KAY GRANGER,R,1396
19011,Harley Rouda,D,1396
19012,Andy Levin,D,1396
19013,Raja Krishnamoorthi,D,1396
19014,Judy Chu,D,1396
19015,Salud Carbajal,D,1396
19016,David Cicilline,D,1396
19017,Tom Malinowski,D,1396
19018,JERROLD NADLER,D,1396
19019,SUSAN DAVIS,D,1396
19020,PETER VISCLOSKY,D,1396
19021,Debbie Lesko,R,1396
19022,Xochitl Torres Small,D,1396
19023,Bill Flores,R,1396
19024,Lance Gooden,R,1396
19025,WILLIAM THORNBERRY,R,1396
19026,Abby Finkenauer,D,1396
19027,Van Taylor,R,1396
19028,EARL BLUMENAUER,D,1396
19029,Jimmy Gomez,D,1396
19030,Josh Gottheimer,D,1396
19031,DIANA DEGETTE,D,1396
19032,Mary Scanlon,D,1396
19033,Elissa Slotkin,D,1396
19034,Lori Trahan,D,1396
19035,Madeleine Dean,D,1396
19036,RICHARD NEAL,D,1396
19037,Bradley Schneider,D,1396
19038,Stephanie Murphy,D,1396
19039,Tom Cotton,R,693
19040,John Thune,R,693
19041,Kyrsten Sinema,D,693
19042,Marco Rubio,R,693
19043,Maggie Hassan,D,693
19044,John Reed,D,693
19045,Patrick Toomey,R,693
19046,Ron Johnson,R,1196
19047,Maggie Hassan,D,239
19048,Ben Cardin,D,239
19049,MICHAEL ENZI,R,239
19050,Lindsey Graham,R,239
19051,Sheldon Whitehouse,D,239
19052,Bob Casey,D,239
19053,John Reed,D,239
19054,Robert Menendez,D,239
19055,Doug Jones,D,239
19056,Richard Blumenthal,D,239
19057,Catherine Cortez Masto,D,239
19058,Brian Schatz,D,239
19059,TOM UDALL,D,239
19060,John Barrasso,R,239
19061,Roy Blunt,R,239
19062,John Boozman,R,239
19063,Mike Braun,R,239
19064,Richard Burr,R,239
19065,Shelley Capito,R,239
19066,Bill Cassidy,R,239
19067,Susan Collins,R,239
19068,John Cornyn,R,239
19069,Tom Cotton,R,239
19070,Kevin Cramer,R,239
19071,Steve Daines,R,239
19072,Deb Fischer,R,239
19073,Cory Gardner,R,239
19074,Charles Grassley,R,239
19075,Josh Hawley,R,239
19076,John Hoeven,R,239
19077,Cindy Hyde-Smith,R,239
19078,Jim Inhofe,R,239
19079,Ron Johnson,R,239
19080,John Kennedy,R,239
19081,Mitch McConnell,R,239
19082,Lisa Murkowski,R,239
19083,David Perdue,R,239
19084,Rob Portman,R,239
19085,James Risch,R,239
19086,PAT ROBERTS,R,239
19087,Mitt Romney,R,239
19088,Mike Rounds,R,239
19089,Marco Rubio,R,239
19090,Rick Scott,R,239
19091,Tim Scott,R,239
19092,Richard Shelby,R,239
19093,Dan Sullivan,R,239
19094,John Thune,R,239
19095,Thomas Tillis,R,239
19096,Roger Wicker,R,239
19097,Amy Klobuchar,D,239
19098,Tammy Baldwin,D,239
19099,Kyrsten Sinema,D,239
19100,Edward Markey,D,239
19101,Patty Murray,D,239
19102,Patrick Leahy,D,239
19103,Chris Van Hollen,D,239
19104,Martin Heinrich,D,239
19105,Christopher Coons,D,239
19106,Jacklyn Rosen,D,239
19107,Debbie Stabenow,D,239
19108,Angus King,I,239
19109,Todd Young,R,239
19110,Joseph Manchin,D,239
19111,Kirsten Gillibrand,D,239
19112,Elizabeth Warren,D,239
19113,Mazie Hirono,D,239
19114,Tina Smith,D,239
19115,Kamala Harris,D,239
19116,Dianne Feinstein,D,239
19117,Christopher Murphy,D,239
19118,Mike Crapo,R,239
19119,Sherrod Brown,D,239
19120,Johnny Isakson,R,239
19121,Timothy Kaine,D,239
19122,Jeff Merkley,D,239
19123,Martha McSally,R,239
19124,Charles Schumer,D,239
19125,Cory Booker,D,239
19126,Ted Cruz,R,239
19127,Jerry Moran,R,239
19128,Maria Cantwell,D,239
19129,Gary Peters,D,239
19130,Trent Kelly,R,1590
19131,Michael McCaul,R,1590
19132,Clay Higgins,R,1590
19133,Steven Palazzo,R,1590
19134,Mark Walker,R,1590
19135,John Ratcliffe,R,1590
19136,Robert Menendez,D,1689
19137,Lisa Murkowski,R,163
19138,Mike Bost,R,4285
19139,Brian Fitzpatrick,R,4285
19140,MIKE DOYLE,D,1058
19141,Brian Fitzpatrick,R,1058
19142,Brendan Boyle,D,1058
19143,Sean Maloney,D,1058
19144,COLLIN PETERSON,D,1058
19145,Michael San Nicolas,D,1058
19146,Donald Payne,D,1058
19147,JOSE SERRANO,D,1058
19148,Theodore Deutch,D,1058
19149,Andre Carson,D,1058
19150,PETER KING,R,1058
19151,Josh Gottheimer,D,1058
19152,Daniel Lipinski,D,1058
19153,ELEANOR NORTON,D,1058
19154,John Yarmuth,D,1058
19155,JAMES MCGOVERN,D,1058
19156,ALCEE HASTINGS,D,1058
19157,Anthony Brindisi,D,1058
19158,Seth Moulton,D,1058
19159,Elissa Slotkin,D,1058
19160,GREGORY MEEKS,D,1058
19161,Andy Kim,D,1058
19162,Peter Welch,D,1058
19163,Jackie Walorski,R,1058
19164,ADAM SCHIFF,D,1058
19165,ZOE LOFGREN,D,1058
19166,TIM RYAN,D,1058
19167,Doris Matsui,D,1058
19168,MAXINE WATERS,D,1058
19169,Joseph Kennedy,D,1058
19170,Ann Kuster,D,1058
19171,SUSAN DAVIS,D,1058
19172,Max Rose,D,1058
19173,Mark Pocan,D,1058
19174,C. A. Ruppersberger,D,1058
19175,Jahana Hayes,D,1058
19176,Kenny Marchant,R,1058
19177,Steve Stivers,R,1058
19178,Mike Kelly,R,1058
19179,Pete Stauber,R,1058
19180,Albio Sires,D,1058
19181,Abigail Spanberger,D,1058
19182,DON YOUNG,R,1058
19183,TJ Cox,D,1058
19184,Jesus Garcia,D,1058
19185,Jared Golden,D,1058
19186,Guy Reschenthaler,R,1058
19187,Jamie Raskin,D,1058
19188,Julia Brownley,D,1058
19189,Mikie Sherrill,D,1058
19190,Susan Wild,D,1058
19191,Judy Chu,D,1058
19192,David Roe,R,1058
19193,Anthony Brown,D,1058
19194,David McKinley,R,1058
19195,Tom Cole,R,1058
19196,Andy Levin,D,1058
19197,WM. CLAY,D,1058
19198,Debbie Mucarsel-Powell,D,1058
19199,Joe Courtney,D,1058
19200,Doug Lamborn,R,1058
19201,Debra Haaland,D,1058
19202,J. Correa,D,1058
19203,JAMES COOPER,D,1058
19204,Yvette Clarke,D,1058
19205,Cathy Rodgers,R,1058
19206,PETER DEFAZIO,D,1058
19207,Raúl Grijalva,D,1058
19208,Bonnie Watson Coleman,D,1058
19209,Kathy Castor,D,1058
19210,EARL BLUMENAUER,D,1058
19211,Gerald Connolly,D,1058
19212,Mary Scanlon,D,1058
19213,Joseph Morelle,D,1058
19214,Kathleen Rice,D,1058
19215,EDDIE JOHNSON,D,1058
19216,Alexandria Ocasio-Cortez,D,1058
19217,Chris Stewart,R,1058
19218,Steven Horsford,D,1058
19219,Mike Bost,R,1058
19220,Elise Stefanik,R,1058
19221,Jim Costa,D,1058
19222,Chellie Pingree,D,1058
19223,Tom Malinowski,D,1058
19224,Joyce Beatty,D,1058
19225,Eric Swalwell,D,1058
19226,Susie Lee,D,1058
19227,Cynthia Axne,D,1058
19228,Conor Lamb,D,1058
19229,BENNIE THOMPSON,D,1058
19230,David Loebsack,D,1058
19231,ROSA DELAURO,D,1058
19232,Rodney Davis,R,1058
19233,Ruben Gallego,D,1058
19234,JOHN SHIMKUS,R,1058
19235,Ayanna Pressley,D,1058
19236,Dina Titus,D,1058
19237,David Joyce,R,1058
19238,STEVE CHABOT,R,1058
19239,Jenniffer Gonzalez-Colon,R,1058
19240,JOHN LARSON,D,1058
19241,John Joyce,R,1058
19242,SHEILA JACKSON LEE,D,1058
19243,Angie Craig,D,1058
19244,Will Hurd,R,1058
19245,Abby Finkenauer,D,1058
19246,Katherine Clark,D,1058
19247,Debbie Dingell,D,1058
19248,Ann Kirkpatrick,D,1058
19249,Ben Lujan,D,1058
19250,Lisa Blunt Rochester,D,1058
19251,G. K. Butterfield,D,1058
19252,Carol Miller,R,1058
19253,Denny Heck,D,1058
